content,confidence,start_time,end_time,type,feed
I,1.0,1620.336,1620.466,pronunciation,201811081042-434498-1929_
don't,1.0,1620.476,1620.676,pronunciation,201811081042-434498-1929_
know,0.9988,1620.676,1620.806,pronunciation,201811081042-434498-1929_
where,0.9983,1620.806,1621.046,pronunciation,201811081042-434498-1929_
that,0.304,1621.056,1621.316,pronunciation,201811081042-434498-1929_
being,0.661,1621.916,1622.196,pronunciation,201811081042-434498-1929_
CONCOW,0.9957,1622.216,1622.666,pronunciation,201811081042-434498-1929_
is,0.9929,1622.666,1622.876,pronunciation,201811081042-434498-1929_
still,0.9876,1623.186,1623.366,pronunciation,201811081042-434498-1929_
the,0.9961,1623.366,1623.456,pronunciation,201811081042-434498-1929_
hardware,0.9825,1623.456,1623.816,pronunciation,201811081042-434498-1929_
store,0.9657,1623.836,1624.146,pronunciation,201811081042-434498-1929_
NORD,0.4519,1633.166,1633.366,pronunciation,201811081042-434498-1929_
Drink,0.8928,1644.276,1644.596,pronunciation,201811081042-434498-1929_
completely,0.9995,1649.456,1650.226,pronunciation,201811081042-434498-1929_
alone,0.5611,1651.466,1651.896,pronunciation,201811081042-434498-1929_
",",,nan,nan,punctuation,201811081042-434498-1929_
of,0.7423,1663.776,1663.866,pronunciation,201811081042-434498-1929_
course,0.7469,1664.046,1664.286,pronunciation,201811081042-434498-1929_
.,,nan,nan,punctuation,201811081042-434498-1929_
Wait,0.6185,1674.996,1676.016,pronunciation,201811081042-434498-1929_
!,,nan,nan,punctuation,201811081042-434498-1929_
Mark,0.7144,1676.766,1677.126,pronunciation,201811081042-434498-1929_
Count,0.563,1685.976,1686.236,pronunciation,201811081042-434498-1929_
twenty,1.0,1686.246,1686.596,pronunciation,201811081042-434498-1929_
five,1.0,1686.596,1686.976,pronunciation,201811081042-434498-1929_
.,,nan,nan,punctuation,201811081042-434498-1929_
Fifty,0.999,1686.986,1687.286,pronunciation,201811081042-434498-1929_
four,0.641,1687.286,1687.646,pronunciation,201811081042-434498-1929_
billion,0.7727,1687.656,1688.026,pronunciation,201811081042-434498-1929_
twenty,0.9506,1699.776,1700.126,pronunciation,201811081042-434498-1929_
seven,0.9847,1700.486,1700.756,pronunciation,201811081042-434498-1929_
Billy,0.8215,1701.896,1702.246,pronunciation,201811081042-434498-1929_
Traffic,0.9261,1702.446,1702.886,pronunciation,201811081042-434498-1929_
FIRE,1.0,1709.516,1709.926,pronunciation,201811081042-434498-1929_
twenty,0.9997,1709.936,1710.276,pronunciation,201811081042-434498-1929_
six,0.9551,1710.276,1710.536,pronunciation,201811081042-434498-1929_
.,,nan,nan,punctuation,201811081042-434498-1929_
Center,0.5896,1725.506,1725.776,pronunciation,201811081042-434498-1929_
is,0.9833,1725.776,1726.016,pronunciation,201811081042-434498-1929_
gathering,0.1402,1726.186,1726.696,pronunciation,201811081042-434498-1929_
in,0.9896,1727.086,1727.296,pronunciation,201811081042-434498-1929_
the,0.2645,1727.296,1727.376,pronunciation,201811081042-434498-1929_
forest,0.3039,1727.406,1727.946,pronunciation,201811081042-434498-1929_
Will,0.2895,1727.956,1728.236,pronunciation,201811081042-434498-1929_
not,1.0,1728.506,1728.956,pronunciation,201811081042-434498-1929_
go,0.7129,1729.046,1729.466,pronunciation,201811081042-434498-1929_
our,0.5935,1729.466,1729.626,pronunciation,201811081042-434498-1929_
way,0.9934,1729.636,1731.726,pronunciation,201811081042-434498-1929_
.,,nan,nan,punctuation,201811081042-434498-1929_
Need,0.8556,1731.726,1731.946,pronunciation,201811081042-434498-1929_
not,1.0,1731.956,1732.336,pronunciation,201811081042-434498-1929_
have,1.0,1732.346,1732.736,pronunciation,201811081042-434498-1929_
people,1.0,1732.746,1733.266,pronunciation,201811081042-434498-1929_
vocal,0.9651,1733.496,1733.926,pronunciation,201811081042-434498-1929_
winning,0.3596,1733.926,1734.196,pronunciation,201811081042-434498-1929_
Move,0.9995,1734.206,1734.446,pronunciation,201811081042-434498-1929_
them,1.0,1734.446,1734.606,pronunciation,201811081042-434498-1929_
out,1.0,1734.606,1734.756,pronunciation,201811081042-434498-1929_
of,0.9302,1734.756,1734.846,pronunciation,201811081042-434498-1929_
town,0.3231,1734.856,1735.006,pronunciation,201811081042-434498-1929_
.,,nan,nan,punctuation,201811081042-434498-1929_
Cardin,0.2623,1739.526,1740.276,pronunciation,201811081042-434498-1929_
forty,1.0,1744.276,1744.576,pronunciation,201811081042-434498-1929_
six,0.9985,1744.576,1744.836,pronunciation,201811081042-434498-1929_
",",,nan,nan,punctuation,201811081042-434498-1929_
Double,0.931,1757.676,1758.116,pronunciation,201811081042-434498-1929_
going,0.9983,1758.126,1758.466,pronunciation,201811081042-434498-1929_
.,,nan,nan,punctuation,201811081042-434498-1929_
There's,0.2992,1761.256,1761.456,pronunciation,201811081042-434498-1929_
no,0.3435,1762.276,1762.466,pronunciation,201811081042-434498-1929_
traffic,0.9962,1762.666,1763.186,pronunciation,201811081042-434498-1929_
there,0.8995,1764.986,1765.286,pronunciation,201811081042-434498-1929_
.,,nan,nan,punctuation,201811081042-434498-1929_
Well,0.9991,1769.176,1769.396,pronunciation,201811081042-434498-1929_
",",,nan,nan,punctuation,201811081042-434498-1929_
we're,0.9978,1769.406,1769.696,pronunciation,201811081042-434498-1929_
kind,1.0,1769.696,1769.856,pronunciation,201811081042-434498-1929_
of,1.0,1769.856,1769.936,pronunciation,201811081042-434498-1929_
stuck,1.0,1769.946,1770.176,pronunciation,201811081042-434498-1929_
in,1.0,1770.176,1770.286,pronunciation,201811081042-434498-1929_
here,1.0,1770.286,1770.566,pronunciation,201811081042-434498-1929_
on,0.4412,1770.706,1770.866,pronunciation,201811081042-434498-1929_
a,0.2735,1770.876,1770.906,pronunciation,201811081042-434498-1929_
barrel,0.7137,1770.916,1771.236,pronunciation,201811081042-434498-1929_
of,0.9872,1771.526,1771.736,pronunciation,201811081042-434498-1929_
that,0.7112,1771.746,1771.966,pronunciation,201811081042-434498-1929_
sort,0.2462,1772.306,1772.496,pronunciation,201811081042-434498-1929_
MAGALIA,1.0,1776.426,1776.936,pronunciation,201811081042-434498-1929_
area,0.6338,1776.936,1777.246,pronunciation,201811081042-434498-1929_
.,,nan,nan,punctuation,201811081042-434498-1929_
So,0.6013,1777.686,1777.996,pronunciation,201811081042-434498-1929_
wait,0.9492,1778.776,1786.986,pronunciation,201811081042-434498-1929_
",",,nan,nan,punctuation,201811081042-434498-1929_
I,1.0,1797.746,1798.076,pronunciation,201811081042-434498-1929_
don't,1.0,1798.086,1798.336,pronunciation,201811081042-434498-1929_
like,0.699,1798.346,1798.476,pronunciation,201811081042-434498-1929_
the,0.7266,1798.476,1798.546,pronunciation,201811081042-434498-1929_
way,0.9742,1798.556,1808.086,pronunciation,201811081042-434498-1929_
My,1.0,1809.806,1809.986,pronunciation,201811081042-434498-1929_
recommendation,0.8607,1809.986,1810.646,pronunciation,201811081042-434498-1929_
is,0.5979,1810.646,1810.716,pronunciation,201811081042-434498-1929_
everything,0.9983,1811.356,1811.796,pronunciation,201811081042-434498-1929_
from,1.0,1811.806,1812.036,pronunciation,201811081042-434498-1929_
from,0.9962,1812.046,1812.246,pronunciation,201811081042-434498-1929_
the,0.3793,1812.246,1812.306,pronunciation,201811081042-434498-1929_
way,0.6374,1812.316,1813.946,pronunciation,201811081042-434498-1929_
and,0.7571,1825.576,1825.826,pronunciation,201811081042-434498-1929_
utility,0.6724,1826.006,1826.436,pronunciation,201811081042-434498-1929_
seven,0.3788,1826.446,1826.706,pronunciation,201811081042-434498-1929_
three,0.6226,1826.706,1826.936,pronunciation,201811081042-434498-1929_
sixty,0.6995,84.88,85.18,pronunciation,201811080841-581016-26936_
five,0.7236,86.91,87.19,pronunciation,201811080841-581016-26936_
area,0.9781,87.21,87.56,pronunciation,201811080841-581016-26936_
behind,1.0,87.57,87.96,pronunciation,201811080841-581016-26936_
a,0.4078,87.97,88.0,pronunciation,201811080841-581016-26936_
wall,0.407,88.0,88.17,pronunciation,201811080841-581016-26936_
.,,nan,nan,punctuation,201811080841-581016-26936_
Or,0.9483,118.41,118.79,pronunciation,201811080841-581016-26936_
",",,nan,nan,punctuation,201811080841-581016-26936_
you,0.9778,119.14,119.21,pronunciation,201811080841-581016-26936_
know,0.9778,119.21,119.3,pronunciation,201811080841-581016-26936_
",",,nan,nan,punctuation,201811080841-581016-26936_
I'm,0.9996,119.3,119.37,pronunciation,201811080841-581016-26936_
gonna,0.9844,119.37,119.54,pronunciation,201811080841-581016-26936_
be,1.0,119.54,119.96,pronunciation,201811080841-581016-26936_
out,0.5125,120.89,121.09,pronunciation,201811080841-581016-26936_
with,0.9094,121.09,121.26,pronunciation,201811080841-581016-26936_
one,1.0,121.27,121.62,pronunciation,201811080841-581016-26936_
across,0.9696,121.97,122.31,pronunciation,201811080841-581016-26936_
from,1.0,122.32,122.85,pronunciation,201811080841-581016-26936_
for,0.7995,134.82,135.0,pronunciation,201811080841-581016-26936_
about,0.4467,135.0,135.18,pronunciation,201811080841-581016-26936_
six,0.5462,135.22,135.44,pronunciation,201811080841-581016-26936_
hours,0.3589,135.91,136.2,pronunciation,201811080841-581016-26936_
across,0.9106,136.29,136.63,pronunciation,201811080841-581016-26936_
from,0.9358,136.64,136.77,pronunciation,201811080841-581016-26936_
the,1.0,136.77,136.88,pronunciation,201811080841-581016-26936_
old,0.9765,136.88,137.1,pronunciation,201811080841-581016-26936_
river,0.9999,137.31,137.66,pronunciation,201811080841-581016-26936_
We're,0.1454,177.625,177.815,pronunciation,201811080841-581016-26936_
gonna,0.7462,178.295,178.555,pronunciation,201811080841-581016-26936_
be,0.9965,178.555,178.665,pronunciation,201811080841-581016-26936_
out,1.0,178.665,178.945,pronunciation,201811080841-581016-26936_
with,0.9421,178.945,179.105,pronunciation,201811080841-581016-26936_
last,0.9567,179.115,179.465,pronunciation,201811080841-581016-26936_
Maguire,0.4476,179.475,180.055,pronunciation,201811080841-581016-26936_
first,1.0,180.065,180.405,pronunciation,201811080841-581016-26936_
of,0.9165,180.415,180.605,pronunciation,201811080841-581016-26936_
just,0.9232,180.615,181.005,pronunciation,201811080841-581016-26936_
eleven,0.9973,181.015,181.515,pronunciation,201811080841-581016-26936_
.,,nan,nan,punctuation,201811080841-581016-26936_
Eighty,1.0,181.985,182.335,pronunciation,201811080841-581016-26936_
eight,0.9991,182.335,182.515,pronunciation,201811080841-581016-26936_
twelve,1.0,200.055,200.445,pronunciation,201811080841-581016-26936_
from,1.0,200.455,200.695,pronunciation,201811080841-581016-26936_
sixteen,0.9956,200.705,201.155,pronunciation,201811080841-581016-26936_
.,,nan,nan,punctuation,201811080841-581016-26936_
You,0.979,201.155,201.255,pronunciation,201811080841-581016-26936_
want,0.6129,201.255,201.375,pronunciation,201811080841-581016-26936_
to,0.6202,201.375,201.435,pronunciation,201811080841-581016-26936_
start,0.9993,201.455,201.765,pronunciation,201811080841-581016-26936_
with,0.9414,201.915,202.095,pronunciation,201811080841-581016-26936_
a,0.9973,204.585,204.825,pronunciation,201811080841-581016-26936_
firm,1.0,204.835,205.225,pronunciation,201811080841-581016-26936_
with,0.8564,205.225,205.405,pronunciation,201811080841-581016-26936_
twenty,1.0,205.415,205.865,pronunciation,201811080841-581016-26936_
on,0.7977,205.865,206.015,pronunciation,201811080841-581016-26936_
forever,0.4918,206.155,206.515,pronunciation,201811080841-581016-26936_
?,,nan,nan,punctuation,201811080841-581016-26936_
I'm,0.3347,208.705,208.815,pronunciation,201811080841-581016-26936_
gonna,0.7248,208.815,208.975,pronunciation,201811080841-581016-26936_
be,0.9476,208.985,209.465,pronunciation,201811080841-581016-26936_
top,0.2531,211.565,211.865,pronunciation,201811080841-581016-26936_
of,0.2075,212.305,212.385,pronunciation,201811080841-581016-26936_
the,0.4166,212.395,212.545,pronunciation,201811080841-581016-26936_
old,0.4302,212.545,212.735,pronunciation,201811080841-581016-26936_
feather,0.3133,212.745,213.035,pronunciation,201811080841-581016-26936_
over,0.9524,213.035,213.295,pronunciation,201811080841-581016-26936_
our,0.862,213.295,213.545,pronunciation,201811080841-581016-26936_
way,0.7334,213.555,213.905,pronunciation,201811080841-581016-26936_
for,0.9397,214.305,214.715,pronunciation,201811080841-581016-26936_
a,0.7615,215.565,215.595,pronunciation,201811080841-581016-26936_
girl,0.8638,215.595,215.825,pronunciation,201811080841-581016-26936_
out,0.9906,215.825,216.085,pronunciation,201811080841-581016-26936_
the,0.3173,218.235,218.315,pronunciation,201811080841-581016-26936_
back,0.4462,218.475,218.745,pronunciation,201811080841-581016-26936_
off,0.5873,219.235,219.595,pronunciation,201811080841-581016-26936_
the,0.5191,219.675,219.755,pronunciation,201811080841-581016-26936_
river,0.7159,219.765,220.005,pronunciation,201811080841-581016-26936_
Justin,0.5408,255.925,256.355,pronunciation,201811080841-581016-26936_
Maguire,0.8856,256.355,256.855,pronunciation,201811080841-581016-26936_
is,0.9149,256.855,256.965,pronunciation,201811080841-581016-26936_
clear,1.0,257.015,257.525,pronunciation,201811080841-581016-26936_
and,0.6942,257.535,257.655,pronunciation,201811080841-581016-26936_
counting,0.8126,258.265,258.715,pronunciation,201811080841-581016-26936_
down,1.0,259.695,260.145,pronunciation,201811080841-581016-26936_
from,1.0,261.115,261.835,pronunciation,201811080841-581016-26936_
further,0.5075,261.845,262.155,pronunciation,201811080841-581016-26936_
Bernie,0.5601,262.155,262.595,pronunciation,201811080841-581016-26936_
chatting,0.1715,320.725,321.055,pronunciation,201811080841-581016-26936_
Find,0.8134,761.39,761.68,pronunciation,201811080841-581016-26936_
out,0.7554,761.68,761.78,pronunciation,201811080841-581016-26936_
for,0.5485,799.819,800.019,pronunciation,201811080841-581016-26936_
a,0.6171,800.019,800.049,pronunciation,201811080841-581016-26936_
little,0.6244,800.049,800.259,pronunciation,201811080841-581016-26936_
sixteen,0.9813,800.269,800.629,pronunciation,201811080841-581016-26936_
Gonna,0.9072,800.629,800.769,pronunciation,201811080841-581016-26936_
be,0.9944,800.769,800.879,pronunciation,201811080841-581016-26936_
a,0.6783,800.879,801.209,pronunciation,201811080841-581016-26936_
second,0.9873,801.249,801.619,pronunciation,201811080841-581016-26936_
left,0.9251,809.509,809.879,pronunciation,201811080841-581016-26936_
The,0.6919,809.939,810.129,pronunciation,201811080841-581016-26936_
more,0.3378,810.139,810.479,pronunciation,201811080841-581016-26936_
it,0.4517,810.479,810.609,pronunciation,201811080841-581016-26936_
first,1.0,811.619,812.019,pronunciation,201811080841-581016-26936_
melody,0.9507,812.029,812.719,pronunciation,201811080841-581016-26936_
three,1.0,812.789,813.219,pronunciation,201811080841-581016-26936_
innovating,0.617,813.259,813.859,pronunciation,201811080841-581016-26936_
should,1.0,813.869,814.099,pronunciation,201811080841-581016-26936_
be,1.0,814.109,814.209,pronunciation,201811080841-581016-26936_
out,1.0,814.209,814.359,pronunciation,201811080841-581016-26936_
of,1.0,814.359,814.439,pronunciation,201811080841-581016-26936_
paradise,0.9896,814.449,814.879,pronunciation,201811080841-581016-26936_
twenty,0.9982,860.319,860.699,pronunciation,201811080841-581016-26936_
second,0.8939,861.239,861.599,pronunciation,201811080841-581016-26936_
Christopher,0.9929,867.029,867.649,pronunciation,201811080841-581016-26936_
James,0.9975,867.649,868.139,pronunciation,201811080841-581016-26936_
thousand,0.994,868.349,869.109,pronunciation,201811080841-581016-26936_
five,1.0,869.409,869.919,pronunciation,201811080841-581016-26936_
twenty,1.0,869.929,870.229,pronunciation,201811080841-581016-26936_
seven,0.9988,870.239,870.519,pronunciation,201811080841-581016-26936_
eighty,0.7659,870.519,870.709,pronunciation,201811080841-581016-26936_
nine,0.7555,870.709,870.939,pronunciation,201811080841-581016-26936_
Correction,0.872,877.369,877.779,pronunciation,201811080841-581016-26936_
on,0.5734,877.779,877.909,pronunciation,201811080841-581016-26936_
deal,0.3398,877.909,878.209,pronunciation,201811080841-581016-26936_
He'LL,0.6857,878.219,878.479,pronunciation,201811080841-581016-26936_
be,0.8259,878.489,878.699,pronunciation,201811080841-581016-26936_
five,1.0,878.709,879.109,pronunciation,201811080841-581016-26936_
seven,0.8864,879.149,879.469,pronunciation,201811080841-581016-26936_
of,0.8913,879.639,879.789,pronunciation,201811080841-581016-26936_
eight,0.4068,879.789,879.939,pronunciation,201811080841-581016-26936_
coming,0.9923,884.129,884.509,pronunciation,201811080841-581016-26936_
",",,nan,nan,punctuation,201811080841-581016-26936_
Orville,0.7043,949.491,949.961,pronunciation,201811080841-581016-26936_
sixteen,1.0,949.971,950.541,pronunciation,201811080841-581016-26936_
thousand,0.9974,950.551,950.951,pronunciation,201811080841-581016-26936_
should,0.8499,950.961,951.201,pronunciation,201811080841-581016-26936_
be,0.8135,951.211,951.351,pronunciation,201811080841-581016-26936_
other,0.9702,951.351,951.551,pronunciation,201811080841-581016-26936_
RHIB,0.1303,951.551,951.741,pronunciation,201811080841-581016-26936_
Clear,1.0,960.441,960.961,pronunciation,201811080841-581016-26936_
down,0.761,962.041,962.281,pronunciation,201811080841-581016-26936_
I,0.3779,965.301,965.331,pronunciation,201811080841-581016-26936_
think,0.7846,966.091,966.411,pronunciation,201811080841-581016-26936_
Melody,0.7802,1006.061,1006.561,pronunciation,201811080841-581016-26936_
So,0.498,1006.901,1007.021,pronunciation,201811080841-581016-26936_
it,0.8387,1007.021,1007.161,pronunciation,201811080841-581016-26936_
is,1.0,1007.401,1007.641,pronunciation,201811080841-581016-26936_
clear,0.8971,1007.761,1008.201,pronunciation,201811080841-581016-26936_
me,0.8091,1074.209,1074.419,pronunciation,201811080841-581016-26936_
seventy,0.9985,1095.449,1095.889,pronunciation,201811080841-581016-26936_
two,0.9717,1095.899,1096.259,pronunciation,201811080841-581016-26936_
or,0.7541,1096.369,1096.609,pronunciation,201811080841-581016-26936_
I'LL,0.6176,1096.609,1096.719,pronunciation,201811080841-581016-26936_
Fire,0.9976,1096.719,1097.169,pronunciation,201811080841-581016-26936_
Have,1.0,1128.799,1129.109,pronunciation,201811080841-581016-26936_
a,1.0,1129.109,1129.359,pronunciation,201811080841-581016-26936_
little,0.9182,1130.259,1130.489,pronunciation,201811080841-581016-26936_
time,0.9962,1130.489,1131.059,pronunciation,201811080841-581016-26936_
is,0.4359,1131.849,1131.979,pronunciation,201811080841-581016-26936_
requesting,0.9937,1131.979,1132.549,pronunciation,201811080841-581016-26936_
you,0.6304,1132.649,1132.709,pronunciation,201811080841-581016-26936_
know,0.9006,1132.719,1133.049,pronunciation,201811080841-581016-26936_
they've,0.9492,1133.169,1133.329,pronunciation,201811080841-581016-26936_
got,0.9199,1133.329,1133.519,pronunciation,201811080841-581016-26936_
fired,0.9991,1133.579,1134.059,pronunciation,201811080841-581016-26936_
but,0.3531,1141.819,1141.999,pronunciation,201811080841-581016-26936_
ten,0.6656,1149.099,1149.609,pronunciation,201811080841-581016-26936_
a,0.6918,1149.609,1149.939,pronunciation,201811080841-581016-26936_
contact,1.0,1150.599,1151.299,pronunciation,201811080841-581016-26936_
has,0.9914,1151.309,1151.439,pronunciation,201811080841-581016-26936_
been,1.0,1151.449,1151.599,pronunciation,201811080841-581016-26936_
advised,0.8965,1151.599,1151.939,pronunciation,201811080841-581016-26936_
to,0.9997,1151.949,1152.019,pronunciation,201811080841-581016-26936_
go,1.0,1152.019,1152.169,pronunciation,201811080841-581016-26936_
back,0.7381,1152.169,1152.429,pronunciation,201811080841-581016-26936_
to,0.6095,1152.429,1152.549,pronunciation,201811080841-581016-26936_
their,0.6671,1152.549,1152.759,pronunciation,201811080841-581016-26936_
city,0.7221,1152.799,1153.109,pronunciation,201811080841-581016-26936_
twelve,1.0,1267.131,1267.651,pronunciation,201811080841-581016-26936_
twenty,1.0,1267.741,1268.061,pronunciation,201811080841-581016-26936_
five,1.0,1268.061,1268.371,pronunciation,201811080841-581016-26936_
You,0.9966,1273.431,1273.601,pronunciation,201811080841-581016-26936_
have,1.0,1273.601,1273.781,pronunciation,201811080841-581016-26936_
public,0.27,1273.831,1274.141,pronunciation,201811080841-581016-26936_
transport,0.9672,1274.211,1274.901,pronunciation,201811080841-581016-26936_
has,0.2887,1274.951,1275.041,pronunciation,201811080841-581016-26936_
been,0.2698,1275.051,1275.171,pronunciation,201811080841-581016-26936_
completed,0.4595,1275.191,1275.601,pronunciation,201811080841-581016-26936_
.,,nan,nan,punctuation,201811080841-581016-26936_
Oh,0.2185,1277.711,1277.861,pronunciation,201811080841-581016-26936_
",",,nan,nan,punctuation,201811080841-581016-26936_
Orville,0.901,1579.321,1579.661,pronunciation,201811080841-581016-26936_
Medics,0.8698,1579.661,1580.071,pronunciation,201811080841-581016-26936_
Medically,0.7946,1580.131,1580.761,pronunciation,201811080841-581016-26936_
four,0.9948,1582.111,1582.371,pronunciation,201811080841-581016-26936_
seven,1.0,1582.371,1582.871,pronunciation,201811080841-581016-26936_
",",,nan,nan,punctuation,201811080841-581016-26936_
five,1.0,1582.881,1583.361,pronunciation,201811080841-581016-26936_
",",,nan,nan,punctuation,201811080841-581016-26936_
three,1.0,1583.371,1583.711,pronunciation,201811080841-581016-26936_
Lincoln,0.9997,1583.721,1584.071,pronunciation,201811080841-581016-26936_
Boulevard,0.9999,1584.071,1584.421,pronunciation,201811080841-581016-26936_
.,,nan,nan,punctuation,201811080841-581016-26936_
Yeah,0.589,1607.811,1607.941,pronunciation,201811080841-581016-26936_
.,,nan,nan,punctuation,201811080841-581016-26936_
Industry,0.8965,1612.411,1613.161,pronunciation,201811080841-581016-26936_
Ordell,0.8605,1613.291,1613.651,pronunciation,201811080841-581016-26936_
Medics,0.923,1613.651,1614.051,pronunciation,201811080841-581016-26936_
Medical,0.9992,1614.061,1614.481,pronunciation,201811080841-581016-26936_
aid,0.9904,1614.481,1614.691,pronunciation,201811080841-581016-26936_
seven,0.9913,1615.411,1615.751,pronunciation,201811080841-581016-26936_
five,1.0,1615.761,1616.111,pronunciation,201811080841-581016-26936_
three,1.0,1616.121,1616.451,pronunciation,201811080841-581016-26936_
Lincoln,1.0,1616.461,1616.811,pronunciation,201811080841-581016-26936_
Boulevard,1.0,1616.811,1617.291,pronunciation,201811080841-581016-26936_
Cross,0.4712,1617.301,1617.611,pronunciation,201811080841-581016-26936_
male,0.4241,1619.301,1619.591,pronunciation,201811080841-581016-26936_
or,0.5247,1619.711,1620.081,pronunciation,201811080841-581016-26936_
female,0.4228,1620.301,1620.541,pronunciation,201811080841-581016-26936_
?,,nan,nan,punctuation,201811080841-581016-26936_
No,0.2151,1667.779,1667.839,pronunciation,201811080841-581016-26936_
.,,nan,nan,punctuation,201811080841-581016-26936_
What,0.5853,1731.779,1731.879,pronunciation,201811080841-581016-26936_
What,1.0,210.52,210.72,pronunciation,201811081029-313400-25641_
are,0.9992,210.72,210.87,pronunciation,201811081029-313400-25641_
you,0.5642,210.88,211.01,pronunciation,201811081029-313400-25641_
?,,nan,nan,punctuation,201811081029-313400-25641_
I,1.0,213.85,213.97,pronunciation,201811081029-313400-25641_
need,0.9954,213.97,214.23,pronunciation,201811081029-313400-25641_
all,1.0,214.23,214.58,pronunciation,201811081029-313400-25641_
day,1.0,214.59,214.77,pronunciation,201811081029-313400-25641_
shift,0.9787,214.77,215.06,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
Units,0.9595,215.07,215.35,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
Respond,0.8654,216.13,216.54,pronunciation,201811081029-313400-25641_
tonight,0.4975,216.54,216.83,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
PHRASE,0.3251,217.92,218.1,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
You,0.4424,227.61,227.71,pronunciation,201811081029-313400-25641_
got,0.4379,227.71,227.85,pronunciation,201811081029-313400-25641_
forty,0.5474,227.86,228.19,pronunciation,201811081029-313400-25641_
?,,nan,nan,punctuation,201811081029-313400-25641_
Yes,0.8666,239.19,239.43,pronunciation,201811081029-313400-25641_
",",,nan,nan,punctuation,201811081029-313400-25641_
for,0.9126,239.53,239.75,pronunciation,201811081029-313400-25641_
myself,1.0,239.75,240.11,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
For,0.9623,240.12,240.27,pronunciation,201811081029-313400-25641_
a,0.5116,240.27,240.49,pronunciation,201811081029-313400-25641_
doubled,1.0,240.62,240.97,pronunciation,201811081029-313400-25641_
up,1.0,240.97,241.14,pronunciation,201811081029-313400-25641_
on,0.7442,241.15,241.27,pronunciation,201811081029-313400-25641_
the,0.9696,241.34,241.59,pronunciation,201811081029-313400-25641_
hill,0.7292,241.99,242.25,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
Hurry,0.6389,244.73,245.02,pronunciation,201811081029-313400-25641_
on,0.9998,245.02,245.29,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
Several,0.9985,245.3,245.55,pronunciation,201811081029-313400-25641_
million,0.17,245.55,245.81,pronunciation,201811081029-313400-25641_
on,0.1687,245.84,245.96,pronunciation,201811081029-313400-25641_
you,0.7735,245.97,246.15,pronunciation,201811081029-313400-25641_
and,0.768,246.15,246.25,pronunciation,201811081029-313400-25641_
you,0.7899,246.26,246.51,pronunciation,201811081029-313400-25641_
FIRE,0.5833,250.248,250.518,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
And,0.8033,528.2,528.4,pronunciation,201811081029-313400-25641_
they,0.4652,528.4,528.49,pronunciation,201811081029-313400-25641_
want,0.5321,528.49,528.69,pronunciation,201811081029-313400-25641_
the,0.9533,528.69,528.79,pronunciation,201811081029-313400-25641_
medics,0.9704,528.79,529.15,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
Medical,0.9988,529.16,529.75,pronunciation,201811081029-313400-25641_
three,1.0,529.76,530.26,pronunciation,201811081029-313400-25641_
forty,0.9957,530.26,530.6,pronunciation,201811081029-313400-25641_
dollars,0.918,530.61,531.04,pronunciation,201811081029-313400-25641_
avenue,1.0,531.04,531.51,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
And,0.9214,531.51,531.81,pronunciation,201811081029-313400-25641_
you,0.9102,540.76,540.93,pronunciation,201811081029-313400-25641_
want,0.9693,540.93,541.11,pronunciation,201811081029-313400-25641_
the,0.8271,541.11,541.22,pronunciation,201811081029-313400-25641_
medics,0.4153,541.22,541.57,pronunciation,201811081029-313400-25641_
?,,nan,nan,punctuation,201811081029-313400-25641_
Medical,0.9979,541.62,542.26,pronunciation,201811081029-313400-25641_
Three,1.0,542.86,543.26,pronunciation,201811081029-313400-25641_
forty,1.0,543.26,543.54,pronunciation,201811081029-313400-25641_
Calibers,0.7444,543.55,544.03,pronunciation,201811081029-313400-25641_
.,,nan,nan,punctuation,201811081029-313400-25641_
Avenue,1.0,544.03,544.53,pronunciation,201811081029-313400-25641_
ng,0.5066,544.53,544.65,pronunciation,201811081029-313400-25641_
Any,0.9623,544.65,544.93,pronunciation,201811081029-313400-25641_
Flynn,0.325,544.94,545.2,pronunciation,201811081029-313400-25641_
Bridge,0.734,545.2,545.55,pronunciation,201811081029-313400-25641_
is,0.5905,545.57,545.7,pronunciation,201811081029-313400-25641_
gonna,0.58,545.71,545.86,pronunciation,201811081029-313400-25641_
be,0.8346,545.86,545.94,pronunciation,201811081029-313400-25641_
on,0.9949,545.94,546.12,pronunciation,201811081029-313400-25641_
the,1.0,546.12,546.23,pronunciation,201811081029-313400-25641_
bypass,0.6903,546.24,546.82,pronunciation,201811081029-313400-25641_
close,0.9917,548.73,549.11,pronunciation,201811081029-313400-25641_
