text,speaker_start,speaker_end,speaker_length,speaker,sentence,word_confidence,avg_confidence,min_conf,feed,location,state,feed_name,department,INTPTLON,INTPTLAT,ID_PLACES,text_clean,contains_fire,contains_evac,start_time,end_time
"party . Separated . Seven , eleven , thirty five , sixty or *** . Full body made shirt with pink leopard print pants was drinking in public . And when the RPS has been told him to ",1257.78,1258.23,0.4500000000000455,spk_5,25.0,"[0.8613, nan, 0.8142, nan, 1.0, nan, 0.9957, nan, 1.0, 1.0, nan, 0.9942, 0.6619, 0.454, nan, 0.6122, 0.7033, 0.6071, 0.7394, 0.6007, 0.9992, 1.0, 0.9118, 0.3844, 1.0, 1.0, 1.0, 1.0, nan, 0.6264, 1.0, 1.0, 0.6034, 1.0, 0.9496, 0.9901, 0.6412, 1.0]",0.843551612903226,0.3844,201811081011-319947-26936_,[],CA,Oroville_Police_Fire,BOTH,[],[],[],party separated seven eleven thirty five sixty or full body made shirt with pink leopard print pants was drinking in public and when the rps has been told him to,0,0,2018-11-08 08:31:57-08:00,2018-11-08 08:31:58-08:00
"stop , ",1258.89,1261.13,2.240000000000009,spk_2,26.0,"[1.0, nan]",1.0,1.0,201811081011-319947-26936_,[],CA,Oroville_Police_Fire,BOTH,[],[],[],stop,0,0,2018-11-08 08:31:58-08:00,2018-11-08 08:32:01-08:00
"Station forty one and just one eighty five , twenty one , eighty five , forty one , four , three , twenty one . Available . Kansas ",72.99,73.32,0.3299999999999983,spk_4,7.0,"[0.7282, 0.9998, 0.9999, 0.988, 0.9855, 0.7717, 0.9583, 0.9996, nan, 1.0, 0.9993, nan, 0.999, 1.0, nan, 0.9952, 0.9961, nan, 0.3268, nan, 1.0, nan, 1.0, 1.0, nan, 1.0, nan, 0.4321]",0.9089749999999999,0.3268,201811081031-942894-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],station forty one and just one eighty five twenty one eighty five forty one four three twenty one available kansas,0,0,2018-11-08 08:32:12-08:00,2018-11-08 08:32:13-08:00
What are you ? I need all day shift . Units . Respond tonight . PHRASE . ,227.61,228.19,0.5799999999999841,spk_4,5.0,"[1.0, 0.9992, 0.5642, nan, 1.0, 0.9954, 1.0, 1.0, 0.9787, nan, 0.9595, nan, 0.8654, 0.4975, nan, 0.3251, nan]",0.84875,0.3251,201811081029-313400-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],what are you i need all day shift units respond tonight phrase,0,0,2018-11-08 08:32:47-08:00,2018-11-08 08:32:48-08:00
thirty two fifty ,1250.942,1251.542,0.599999999999909,spk_4,150.0,"[0.6377, 0.916, 1.0]",0.8512333333333334,0.6377,201811081012-237044-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],thirty two fifty,0,0,2018-11-08 08:32:50-08:00,2018-11-08 08:32:51-08:00
"Yeah . Are you available ? Transport Animal , Or do you want to focus in on evacuation ? Fourteen , ninety , five hundred and forty two . Forty two . Fifty two showing on route to the river . It's like having FIRE human down the river . Wait , wait In a room with twenty eight points , you know forever ",1250.152,1250.942,0.7899999999999636,spk_6,149.0,"[0.9824, nan, 0.9645, 0.7177, 1.0, nan, 0.9904, 0.6361, nan, 1.0, 0.9992, 1.0, 0.9611, 0.9596, 1.0, 0.4701, 0.9773, 0.818, nan, 0.6814, nan, 0.7928, nan, 1.0, 0.7736, 1.0, 0.9669, 0.2625, nan, 1.0, 0.6459, nan, 0.9705, 0.7173, 0.9941, 0.9648, 0.927, 0.8641, 0.9174, 0.923, nan, 0.4985, 0.8456, 0.4354, 0.7545, 0.6202, 0.7542, 0.8874, 1.0, nan, 0.8525, nan, 0.7992, 0.4449, 0.3839, 0.5266, 1.0, 1.0, 1.0, 0.5154, nan, 0.9841, 0.96, 0.3079]",0.8163076923076922,0.2625,201811081012-237044-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],yeah are you available transport animal or do you want to focus in on evacuation fourteen ninety five hundred and forty two forty two fifty two showing on route to the river it s like having fire human down the river wait wait in a room with twenty eight points you know forever,1,1,2018-11-08 08:32:50-08:00,2018-11-08 08:32:50-08:00
"You got forty ? Yes , for myself . For a doubled up on the hill . ",244.73,246.51,1.7800000000000011,spk_0,7.0,"[0.4424, 0.4379, 0.5474, nan, 0.8666, nan, 0.9126, 1.0, nan, 0.9623, 0.5116, 1.0, 1.0, 0.7442, 0.9696, 0.7292, nan]",0.7787538461538461,0.4379,201811081029-313400-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],you got forty yes for myself for a doubled up on the hill,0,0,2018-11-08 08:33:04-08:00,2018-11-08 08:33:06-08:00
twenty one . We're coming in on a bird . You have it . ,146.435,147.705,1.2700000000000102,spk_0,12.0,"[0.711, 0.6849, nan, 0.9967, 1.0, 1.0, 0.7385, 0.777, 0.3777, nan, 0.8649, 0.519, 0.3127, nan]",0.7256727272727272,0.3127,201811081031-942894-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],twenty one we re coming in on a bird you have it,0,0,2018-11-08 08:33:26-08:00,2018-11-08 08:33:27-08:00
Three twenty one Respond ,406.71,407.13,0.4200000000000159,spk_1,25.0,"[0.6632, 1.0, 0.9995, 0.3289]",0.7479,0.3289,201811081027-123435-24574_,[],CA,Oroville_Fire,FIRE,[],[],[],three twenty one respond,0,0,2018-11-08 08:33:46-08:00,2018-11-08 08:33:47-08:00
for golf thirty four twenty nine OROVILLE Home guard evacuated . First PARADISE FIRE . NORD Ridgeway over home Park is about NORD ,1344.022,1344.802,0.7799999999999727,spk_5,155.0,"[0.9431, 0.9887, 1.0, 0.9657, 0.9394, 0.9389, 0.6445, 0.9745, 0.3067, 0.5141, nan, 0.6744, 1.0, 0.9629, nan, 0.9623, 0.679, 0.7956, 0.9842, 0.9068, 0.7145, 0.9738, 0.9931]",0.8505809523809523,0.3067,201811081012-237044-1929_,"['PARADISE', 'OROVILLE', 'RIDGE', 'NORD']",CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,"[-121.6064, -118.602213, -121.5600132, -121.9549057]","[39.7541919, 37.4828526, 39.4954747, 39.7737878]","['PARADISE', 'PARADISE', 'OROVILLE', 'NORD']",for golf thirty four twenty nine oroville home guard evacuated first paradise fire nord ridgeway over home park is about nord,1,1,2018-11-08 08:34:24-08:00,2018-11-08 08:34:24-08:00
roll call . Wait ! FIRE Hospital and ,1363.262,1364.122,0.8600000000001273,spk_2,159.0,"[0.2217, 0.2684, nan, 0.2657, nan, 0.9837, 0.9987, 0.8663]",0.60075,0.2217,201811081012-237044-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],roll call wait fire hospital and,1,0,2018-11-08 08:34:43-08:00,2018-11-08 08:34:44-08:00
"SOUNDSLIKE We'LL be back with the left . Wait , ",507.376,508.006,0.6299999999999955,spk_4,32.0,"[0.1862, 0.3156, 0.5825, 0.5902, 0.9128, 0.415, 0.6924, nan, 0.8505, nan]",0.5681499999999999,0.1862,201811081027-123435-24574_,[],CA,Oroville_Fire,FIRE,[],[],[],soundslike we ll be back with the left wait,0,0,2018-11-08 08:35:27-08:00,2018-11-08 08:35:28-08:00
wait . But really how good A hundred forty people evacuated coming up are Just find another river approximately one hundred forty seven to be evacuated . I think I've got at least another twelve in a room River . That's a lot for that . ,1422.472,1423.692,1.2200000000000273,spk_1,167.0,"[0.4248, nan, 0.1941, 0.9679, 0.1201, 0.4527, 0.4755, 0.7843, 0.9904, 0.9996, 0.6918, 1.0, 0.9963, 0.9925, 1.0, 0.522, 0.3859, 0.9581, 1.0, 0.9187, 0.9984, 1.0, 0.8903, 0.8537, 0.9846, 0.9868, nan, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.5026, 0.3133, 0.4172, 0.9997, nan, 0.8517, 0.9846, 0.9877, 0.9984, 0.9984, nan]",0.8248119047619047,0.1201,201811081012-237044-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],wait but really how good a hundred forty people evacuated coming up are just find another river approximately one hundred forty seven to be evacuated i think i ve got at least another twelve in a room river that s a lot for that,0,1,2018-11-08 08:35:42-08:00,2018-11-08 08:35:43-08:00
he tried to attack him . He's currently walking away . He was still in the parking lot waiting . Twenty six . I asked Our medical needed is a client ,1492.2,1492.73,0.5299999999999727,spk_3,30.0,"[0.3677, 0.4395, 1.0, 1.0, 0.3855, nan, 0.9502, 1.0, 1.0, 1.0, nan, 0.9862, 1.0, 0.5148, 0.9891, 0.881, 1.0, 0.9829, 0.2046, nan, 0.9899, 0.9132, nan, 1.0, 1.0, 0.7974, 0.9996, 0.5846, 0.1816, 0.4444, 0.3803]",0.7775,0.1816,201811081011-319947-26936_,[],CA,Oroville_Police_Fire,BOTH,[],[],[],he tried to attack him he s currently walking away he was still in the parking lot waiting twenty six i asked our medical needed is a client,0,0,2018-11-08 08:35:52-08:00,2018-11-08 08:35:52-08:00
"You can't fight me . OROVILLE , Wait ! ",1442.342,1442.612,0.2699999999999818,spk_4,170.0,"[0.4561, 0.6903, 0.227, 0.4707, nan, 0.9997, nan, 0.2778, nan]",0.5202666666666667,0.227,201811081012-237044-1929_,['OROVILLE'],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[-121.5600132],[39.4954747],['OROVILLE'],you can t fight me oroville wait,0,0,2018-11-08 08:36:02-08:00,2018-11-08 08:36:02-08:00
"United fifty for golf SOUTH-OROVILLE . Thank you . Thank you , everyone . Nineteen thirty one . Charlie OROVILLE , thirty one Charlie three . Thirty four , forty two ",315.136,315.466,0.3299999999999841,spk_4,18.0,"[0.9979, 0.8292, 0.7193, 0.7832, 0.8288, nan, 0.8421, 0.8419, nan, 0.988, 0.9874, nan, 0.9876, nan, 1.0, 1.0, 1.0, nan, 0.9435, 0.9684, nan, 1.0, 1.0, 0.8702, 0.4599, nan, 0.7794, 0.7301, nan, 0.9828, 0.954]",0.8910304347826089,0.4599,201811081031-942894-22956_,['OROVILLE'],CA,Chico_Paradise_Fire__CalFire,FIRE,[-121.5600132],[39.4954747],['OROVILLE'],united fifty for golf south oroville thank you thank you everyone nineteen thirty one charlie oroville thirty one charlie three thirty four forty two,0,0,2018-11-08 08:36:15-08:00,2018-11-08 08:36:15-08:00
OROVILLE Place NORD . A lot of things ,323.796,324.076,0.28000000000002956,spk_1,22.0,"[0.773, 0.7838, 0.9994, nan, 0.9975, 0.9993, 0.9986, 0.9396]",0.9273142857142856,0.773,201811081031-942894-22956_,"['OROVILLE', 'NORD']",CA,Chico_Paradise_Fire__CalFire,FIRE,"[-121.5600132, -121.9549057]","[39.4954747, 39.7737878]","['OROVILLE', 'NORD']",oroville place nord a lot of things,0,0,2018-11-08 08:36:23-08:00,2018-11-08 08:36:24-08:00
spot ,324.076,324.776,0.6999999999999886,spk_0,23.0,[0.9197],0.9197,0.9197,201811081031-942894-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],spot,0,0,2018-11-08 08:36:24-08:00,2018-11-08 08:36:24-08:00
"Oh , wait ! Theo River got a third of their faces . Get transported out . We've got deputies and staff providing free and low ",1493.415,1494.325,0.9100000000000819,spk_2,175.0,"[0.3921, nan, 0.634, nan, 0.5557, 0.5355, 0.9761, 1.0, 1.0, 1.0, 1.0, 0.9939, nan, 1.0, 0.9487, 1.0, nan, 0.9877, 1.0, 1.0, 0.9686, 0.7096, 0.9858, 0.4238, 0.5481, 0.3698]",0.8195181818181819,0.3698,201811081012-237044-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],oh wait theo river got a third of their faces get transported out we ve got deputies and staff providing free and low,0,0,2018-11-08 08:36:53-08:00,2018-11-08 08:36:54-08:00
"doing your NORD come back . Okay , wait Well , you know , ",593.026,593.316,0.2900000000000773,spk_1,39.0,"[0.5982, 0.458, 0.9577, 0.9748, 0.982, nan, 0.7075, nan, 0.9359, 0.327, nan, 0.8766, 0.7043, nan]",0.7522,0.327,201811081027-123435-24574_,['NORD'],CA,Oroville_Fire,FIRE,[-121.9549057],[39.7737878],['NORD'],doing your nord come back okay wait well you know,0,0,2018-11-08 08:36:53-08:00,2018-11-08 08:36:53-08:00
or like ,1564.44,1565.22,0.7799999999999727,spk_4,31.0,"[0.3355, 0.999]",0.66725,0.3355,201811081011-319947-26936_,[],CA,Oroville_Police_Fire,BOTH,[],[],[],or like,0,0,2018-11-08 08:37:04-08:00,2018-11-08 08:37:05-08:00
forty four really in there ? ,1602.13,1603.65,1.5199999999999818,spk_3,33.0,"[0.4415, 0.4386, 0.4464, 0.5144, 0.7521, nan]",0.5186,0.4386,201811081011-319947-26936_,[],CA,Oroville_Police_Fire,BOTH,[],[],[],forty four really in there,0,0,2018-11-08 08:37:42-08:00,2018-11-08 08:37:43-08:00
"one of the river . You know what ? The transport van . Before that , it was worth it . People in the river of fire is with downers . Hopefully in a forty six three together . Other very wearing thirty two jail to replace ",1547.005,1547.315,0.30999999999994543,spk_6,187.0,"[0.9945, 0.992, 0.9529, 1.0, nan, 0.9999, 1.0, 0.9552, nan, 0.6482, 1.0, 0.9743, nan, 1.0, 0.5203, nan, 0.3914, 0.8212, 0.2518, 0.108, nan, 0.8827, 0.6732, 0.9702, 0.6327, 0.8589, 0.6903, 1.0, 0.9997, 0.1724, nan, 0.8773, 0.8613, 0.9744, 1.0, 0.9101, 0.8558, 0.5904, nan, 0.9237, 0.153, 0.9383, 0.9632, 0.6987, 0.6781, 0.2499, 0.1639]",0.7581975000000001,0.108,201811081012-237044-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],one of the river you know what the transport van before that it was worth it people in the river of fire is with downers hopefully in a forty six three together other very wearing thirty two jail to replace,1,0,2018-11-08 08:37:47-08:00,2018-11-08 08:37:47-08:00
Hurry on . Several million on you and you FIRE . ,528.2,531.81,3.6099999999999,spk_8,9.0,"[0.6389, 0.9998, nan, 0.9985, 0.17, 0.1687, 0.7735, 0.768, 0.7899, 0.5833, nan]",0.6545111111111112,0.1687,201811081029-313400-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],hurry on several million on you and you fire,1,0,2018-11-08 08:37:48-08:00,2018-11-08 08:37:51-08:00
really place ,1559.275,1561.175,1.8999999999998636,spk_4,189.0,"[0.9854, 0.8247]",0.90505,0.8247,201811081012-237044-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],really place,0,0,2018-11-08 08:37:59-08:00,2018-11-08 08:38:01-08:00
for EVACUATE that have lost everything . ,1567.315,1567.835,0.5199999999999818,spk_2,190.0,"[0.9167, 0.9756, 0.5729, 0.9417, 0.9984, 0.9998, nan]",0.9008500000000002,0.5729,201811081012-237044-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],for evacuate that have lost everything,0,1,2018-11-08 08:38:07-08:00,2018-11-08 08:38:07-08:00
I don't know . ,1571.405,1573.865,2.4600000000000364,spk_4,191.0,"[0.9503, 0.9993, 0.9872, nan]",0.9789333333333333,0.9503,201811081012-237044-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],i don t know,0,0,2018-11-08 08:38:11-08:00,2018-11-08 08:38:13-08:00
"on the road . Wait eleven FIRE twenty six . You have five , man . ",434.24,434.78,0.5399999999999636,spk_6,27.0,"[1.0, 0.5556, 0.7756, nan, 0.9265, 0.9128, 0.9075, 1.0, 0.9889, nan, 0.9449, 0.9539, 0.9991, nan, 0.8045, nan]",0.8974416666666668,0.5556,201811081031-942894-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],on the road wait eleven fire twenty six you have five man,1,0,2018-11-08 08:38:14-08:00,2018-11-08 08:38:14-08:00
You're kind of unreadable . Where's that horrible ,1636.21,1637.4,1.1900000000000546,spk_2,35.0,"[0.8213, 0.9418, 0.779, 0.9651, nan, 0.6854, 0.998, 0.9989]",0.8842142857142858,0.6854,201811081011-319947-26936_,[],CA,Oroville_Police_Fire,BOTH,[],[],[],you re kind of unreadable where s that horrible,0,0,2018-11-08 08:38:16-08:00,2018-11-08 08:38:17-08:00
and ,443.47,444.89,1.419999999999959,spk_6,29.0,[1.0],1.0,1.0,201811081031-942894-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],and,0,0,2018-11-08 08:38:23-08:00,2018-11-08 08:38:24-08:00
Anyone ,443.28,443.47,0.19000000000005457,spk_1,28.0,[0.5285],0.5285,0.5285,201811081031-942894-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],anyone,0,0,2018-11-08 08:38:23-08:00,2018-11-08 08:38:23-08:00
I have my car . Seventy four have nowhere to go ,1657.572,1658.002,0.43000000000006366,spk_6,193.0,"[0.4668, 0.4554, 0.9942, 0.9942, nan, 0.9372, 0.9139, 0.9588, 0.9183, 0.9992, 0.9992]",0.86372,0.4554,201811081012-237044-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],i have my car seventy four have nowhere to go,0,0,2018-11-08 08:39:37-08:00,2018-11-08 08:39:38-08:00
EVACUATE ,1658.002,1662.202,4.2000000000000455,spk_2,194.0,[0.9007],0.9007,0.9007,201811081012-237044-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],evacuate,0,1,2018-11-08 08:39:38-08:00,2018-11-08 08:39:42-08:00
it and then it also anyone sixty three on Lancaster's story on Lancaster doesn't have a vehicle ,1667.772,1668.112,0.3400000000001455,spk_6,196.0,"[0.4089, 1.0, 0.936, 0.4607, 0.9926, 0.7466, 1.0, 1.0, 0.8616, 0.2839, 0.213, 0.8033, 1.0, 0.349, 0.9999, 0.9987, 0.9995]",0.767864705882353,0.213,201811081012-237044-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],it and then it also anyone sixty three on lancaster s story on lancaster doesn t have a vehicle,0,0,2018-11-08 08:39:47-08:00,2018-11-08 08:39:48-08:00
point . ,1676.472,1678.172,1.7000000000000455,spk_2,197.0,"[0.775, nan]",0.775,0.775,201811081012-237044-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],point,0,0,2018-11-08 08:39:56-08:00,2018-11-08 08:39:58-08:00
And they want the medics . Medical three forty dollars avenue . And you want the medics ? Medical Three forty Calibers . Avenue ng Any Flynn Bridge is gonna be on the bypass close to the station . Not moving a thirty eight ,661.8,662.29,0.4900000000000091,spk_2,13.0,"[0.8033, 0.4652, 0.5321, 0.9533, 0.9704, nan, 0.9988, 1.0, 0.9957, 0.918, 1.0, nan, 0.9214, 0.9102, 0.9693, 0.8271, 0.4153, nan, 0.9979, 1.0, 1.0, 0.7444, nan, 1.0, 0.5066, 0.9623, 0.325, 0.734, 0.5905, 0.58, 0.8346, 0.9949, 1.0, 0.6903, 0.9917, 1.0, 1.0, 0.904, nan, 1.0, 1.0, 0.9921, 1.0, 0.9985]",0.8596641025641026,0.325,201811081029-313400-25641_,['RIDGE'],CA,Chico_Police_Dispatch,POLICE,[],[],[],and they want the medics medical three forty dollars avenue and you want the medics medical three forty calibers avenue ng any flynn bridge is gonna be on the bypass close to the station not moving a thirty eight,0,0,2018-11-08 08:40:01-08:00,2018-11-08 08:40:02-08:00
like wait PHRASE ,812.199,812.409,0.21000000000003638,spk_5,58.0,"[0.9058, 0.8594, 0.9531]",0.9061,0.8594,201811081027-123435-24574_,[],CA,Oroville_Fire,FIRE,[],[],[],like wait phrase,0,0,2018-11-08 08:40:32-08:00,2018-11-08 08:40:32-08:00
company ? SOUNDSLIKE . ,1772.258,1773.138,0.8799999999998818,spk_3,37.0,"[0.99, nan, 0.9861, nan]",0.98805,0.9861,201811081011-319947-26936_,[],CA,Oroville_Police_Fire,BOTH,[],[],[],company soundslike,0,0,2018-11-08 08:40:32-08:00,2018-11-08 08:40:33-08:00
they want the medics . Medical three forty caliber avenue . Any Flynn bridge is gonna be on the bike . He's not moving a thirty eight ,590.457,591.797,1.3400000000000318,spk_0,33.0,"[0.4929, 0.896, 0.9536, 0.7994, nan, 0.9976, 1.0, 1.0, 0.3269, 1.0, nan, 0.9986, 0.2214, 0.912, 0.913, 0.7899, 0.8885, 0.9986, 0.9866, 0.9071, nan, 0.2157, 1.0, 1.0, 0.9982, 1.0, 0.9983]",0.8455958333333333,0.2157,201811081031-942894-22956_,['RIDGE'],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],they want the medics medical three forty caliber avenue any flynn bridge is gonna be on the bike he s not moving a thirty eight,0,0,2018-11-08 08:40:50-08:00,2018-11-08 08:40:51-08:00
NORD ,845.359,845.739,0.37999999999999545,spk_1,59.0,[0.676],0.676,0.676,201811081027-123435-24574_,['NORD'],CA,Oroville_Fire,FIRE,[-121.9549057],[39.7737878],['NORD'],nord,0,0,2018-11-08 08:41:05-08:00,2018-11-08 08:41:05-08:00
OROVILLE forty one ,607.817,608.287,0.4700000000000273,spk_1,34.0,"[0.9956, 0.994, 0.9932]",0.9942666666666667,0.9932,201811081031-942894-22956_,['OROVILLE'],CA,Chico_Paradise_Fire__CalFire,FIRE,[-121.5600132],[39.4954747],['OROVILLE'],oroville forty one,0,0,2018-11-08 08:41:07-08:00,2018-11-08 08:41:08-08:00
forty ,608.287,608.637,0.34999999999990905,spk_0,35.0,[1.0],1.0,1.0,201811081031-942894-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],forty,0,0,2018-11-08 08:41:08-08:00,2018-11-08 08:41:08-08:00
"We don't either . Yet we're working on that FIRE aboutthe , but don't wear home FIRE right here waiting in the road and the PARADISE structures on fire . You're not even have a retirement home on the patio . We won . Where do you want closure ? That way For requesting a road closure . ",1763.763,1765.063,1.300000000000182,spk_6,205.0,"[0.9554, 1.0, 0.9997, nan, 1.0, 0.9865, 1.0, 1.0, 1.0, 0.9584, 1.0, nan, 0.9251, 1.0, 0.8595, 0.83, 0.9761, 0.799, 0.6329, 0.2863, 0.999, 1.0, 1.0, 0.9984, 0.8288, 0.9972, 0.9853, 0.9972, 0.5612, nan, 0.6689, 0.8199, 0.394, 0.6687, 0.3961, 0.7603, 0.9598, 0.4901, 0.4673, 0.4633, nan, 0.9341, 0.84, nan, 0.993, 1.0, 1.0, 0.9992, 0.97, nan, 0.6219, 0.6438, 0.4821, 0.4189, 0.4732, 0.9985, 0.9605, nan]",0.823521568627451,0.2863,201811081012-237044-1929_,['PARADISE'],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,"[-121.6064, -118.602213]","[39.7541919, 37.4828526]","['PARADISE', 'PARADISE']",we don t either yet we re working on that fire aboutthe but don t wear home fire right here waiting in the road and the paradise structures on fire you re not even have a retirement home on the patio we won where do you want closure that way for requesting a road closure,1,0,2018-11-08 08:41:23-08:00,2018-11-08 08:41:25-08:00
Twenty one eighty five . Thank you . ,1791.363,1792.113,0.75,spk_2,207.0,"[1.0, 0.9999, 0.9961, 0.9999, nan, 0.6068, 0.6048, nan]",0.8679166666666666,0.6048,201811081012-237044-1929_,[],CA,Butte_Sheriff_Fire__Paradise_Police,BOTH,[],[],[],twenty one eighty five thank you,0,0,2018-11-08 08:41:51-08:00,2018-11-08 08:41:52-08:00
one . Start NORD . Coming around ,655.424,655.594,0.17000000000007276,spk_1,38.0,"[0.9995, nan, 0.8278, 0.724, nan, 0.3201, 0.452]",0.66468,0.3201,201811081031-942894-22956_,['NORD'],CA,Chico_Paradise_Fire__CalFire,FIRE,[-121.9549057],[39.7737878],['NORD'],one start nord coming around,0,0,2018-11-08 08:41:55-08:00,2018-11-08 08:41:55-08:00
is ,655.604,656.824,1.2199999999999136,spk_0,39.0,[0.6853],0.6853,0.6853,201811081031-942894-22956_,[],CA,Chico_Paradise_Fire__CalFire,FIRE,[],[],[],is,0,0,2018-11-08 08:41:55-08:00,2018-11-08 08:41:56-08:00
"over . Wait , wait ",921.324,921.844,0.5200000000000955,spk_5,64.0,"[0.9639, nan, 0.6522, nan, 0.4683]",0.6948,0.4683,201811081027-123435-24574_,[],CA,Oroville_Fire,FIRE,[],[],[],over wait wait,0,0,2018-11-08 08:42:21-08:00,2018-11-08 08:42:21-08:00
forty three ,846.39,849.97,3.580000000000041,spk_0,14.0,"[0.373, 0.5178]",0.4454,0.373,201811081029-313400-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],forty three,0,0,2018-11-08 08:43:06-08:00,2018-11-08 08:43:09-08:00
and to the right . And somebody is highway . And we're shutting down the drain . ,860.317,860.887,0.5699999999999363,spk_2,15.0,"[0.9617, 0.2447, 0.9961, 0.2057, nan, 0.6202, 0.998, 0.6369, 0.658, nan, 0.7648, 0.9507, 0.9109, 1.0, 1.0, 0.1763, nan]",0.7231428571428572,0.1763,201811081029-313400-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],and to the right and somebody is highway and we re shutting down the drain,0,0,2018-11-08 08:43:20-08:00,2018-11-08 08:43:20-08:00
Twenty nine . ,871.777,873.367,1.5899999999999181,spk_4,16.0,"[0.9858, 0.9571, nan]",0.9714499999999999,0.9571,201811081029-313400-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],twenty nine,0,0,2018-11-08 08:43:31-08:00,2018-11-08 08:43:33-08:00
He goes up in people from head to tail . ,888.437,889.357,0.9199999999999591,spk_2,17.0,"[0.9719, 1.0, 0.9218, 0.3311, 1.0, 1.0, 0.9588, 0.859, 0.8256, nan]",0.8742444444444444,0.3311,201811081029-313400-25641_,[],CA,Chico_Police_Dispatch,POLICE,[],[],[],he goes up in people from head to tail,0,0,2018-11-08 08:43:48-08:00,2018-11-08 08:43:49-08:00
BUTTE-VALLEY way . You can scream . Really cool . Construed in highway seventy four forty three . ,1061.08,1061.26,0.18000000000006366,spk_1,71.0,"[0.673, 0.4338, nan, 0.1131, 0.2923, 0.4469, nan, 0.5403, 0.3562, nan, 0.2744, 0.3928, 0.9654, 0.9998, 0.9194, 1.0, 1.0, nan]",0.6005285714285714,0.1131,201811081027-123435-24574_,['BUTTE VALLEY'],CA,Oroville_Fire,FIRE,[-121.6458891],[39.6688044],['BUTTE VALLEY'],butte valley way you can scream really cool construed in highway seventy four forty three,0,0,2018-11-08 08:44:41-08:00,2018-11-08 08:44:41-08:00
